COMPANY_ID,TOTAL_DECLARED_PCT,OWNER_COUNT
168,41.4,1
169,131.83,3
170,57.11,1
171,125.77,3
172,72.44,2
173,95.01,4
174,85.28,4
175,140.02,4
176,111.71,3
177,95.01,4
178,99.89,2
179,95.01,4
180,101.44,4
181,113.45,3
182,119.02,3
183,93.49,3
184,138.07,4
185,61.56,1
186,68.23,1
187,92.7,3
188,84.5,2
189,95.01,4
190,32.17,1
191,112.98,3
192,77.46,2
193,96.46,3
194,101.91,3
195,82.95,2
196,38.7,1
197,77.31,2
198,119.52,3
199,60.47,1
200,95.01,4
201,109.34,2
202,110.73,4
203,133.85,4
204,137.1,3
205,135.24,4
206,30.85,1
207,127.93,4
208,144.91,4
209,86.82,2
210,141.34,4
211,95.01,4
212,67.01,2
213,46.07,1
214,126.27,3
215,95.01,4
216,55.75,1
217,131.91,3
218,117.32,3
219,116.29,3
220,85.28,2
221,35.23,1
222,95.08,3
223,95,3
224,84.54,2
225,30.18,1
226,95.01,4
227,95.01,4
228,61.01,1
229,34.91,1
230,120.16,3
231,56.56,1
232,61.83,1
233,125.58,4
234,56.67,1
235,50.2,1
236,114.5,4
237,71.64,2
238,92.01,3
239,98.58,4
240,115.16,4
241,56.19,2
242,89.49,4
243,140.85,4
244,81.95,2
245,95.01,4
246,142.03,4
247,59.07,1
248,85.11,2
249,95.01,4
250,102.17,3
251,95.01,4
252,127.73,3
253,95.01,4
254,105.61,3
255,122.89,3
256,47.02,1
257,57.92,2
258,41.23,1
259,53.43,1
260,95.07,2
261,72.11,2
262,95.01,4
263,75.03,2
264,97.17,2
265,114.85,4
266,140.81,4
267,36.66,1
268,47.84,1
269,84.72,3
270,96.01,2
271,97.9,2
272,38.03,1
273,95.01,4
274,44.73,2
275,33.13,1
276,118.64,3
277,83.38,2
278,142.07,4
279,135.43,4
280,117.62,4
281,78.89,2
282,32.9,1
283,105.43,3
284,72.54,2
285,48.32,1
286,95.01,4
287,121.48,3
288,65.57,2
289,73.59,2
290,120.57,4
291,75.19,2
292,38.4,1
293,130.46,3
294,69.17,2
295,132.76,4
296,46.7,1
297,49.35,1
298,69.31,3
299,76.79,2
300,88.28,2
301,94.6,3
302,95.12,3
303,66.55,1
304,95.01,4
305,138.39,4
306,66.95,1
307,137.41,4
308,96.72,3
309,95.01,4
310,49.79,1
311,85.17,3
312,83.15,3
313,106.32,3
314,125.01,3
315,98.98,4
316,95.01,4
317,93.25,2
318,54.06,2
319,91.42,4
320,110.05,4
321,121.59,3
322,112.41,3
323,78.77,2
324,97.15,4
325,87.27,4
326,48.45,1
327,100.95,3
328,114.71,3
329,95.01,4
330,95.01,4
331,61.37,2
332,83.11,3
333,30.26,1
334,126.48,3
335,121.98,3
336,75.82,3
337,58.18,1
338,93.96,2
339,32.07,1
340,111.62,3
341,119.84,4
342,117.79,4
343,50.07,1
344,99.57,2
345,43.58,1
346,36.64,1
347,115.18,2
348,143.85,4
349,54.08,1
350,127.73,3
351,108.29,2
352,103.44,2
353,97.41,3
354,111.83,3
355,142.55,4
356,115.01,4
357,59.67,2
358,129.88,4
359,44.61,1
360,38.11,1
361,75.34,2
362,61.08,2
363,55.85,1
364,65.65,3
365,73.17,2
366,135.14,4
367,114.03,4
368,103.48,2
369,145.29,3
370,78.63,2
371,86.7,2
372,62.7,2
373,83.42,2
374,122.56,3
375,112.94,2
376,128.15,4
377,111.08,3
378,95.01,4
379,130.44,3
380,85.72,2
381,85.84,3
382,119.58,3
383,74.55,2
384,81.94,2
385,57.26,2
386,66.68,1
387,118.86,3
388,74.11,3
389,97.11,3
390,105.8,2
391,83.99,4
392,137.26,4
393,87.31,3
394,32.96,1
395,107.56,3
396,62.5,1
397,53.77,1
398,87.77,2
399,95.01,4
400,93.19,2
401,90.86,3
402,101.71,3
403,45.07,1
404,117.22,4
405,122.51,4
406,112.65,4
407,95.01,4
408,124.88,3
409,68.34,1
410,108.06,3
411,95.01,4
412,143.09,4
413,107.2,2
414,114.65,3
415,36.96,1
416,95.01,4
417,95.01,4
418,74.71,2
419,80.09,2
420,95,3
421,62.49,1
422,137.56,3
423,112.02,3
424,129.18,4
425,120.32,3
426,48.53,1
427,86.08,2
428,31.31,1
429,101.96,2
430,66.74,3
431,118.89,3
432,56.29,1
433,100.77,2
434,95.01,4
435,35.9,1
436,92.04,2
437,76.17,2
438,93.45,2
439,107.83,3
440,130.05,3
441,128.17,4
442,115.82,4
443,95.01,4
444,77.37,3
445,54.54,2
446,95.01,4
447,97.46,3
448,130.73,3
449,131.61,4
450,117.2,3
451,95.01,4
452,102.38,3
453,88.74,3
454,95.01,4
455,81.53,2
456,98.01,2
457,88.18,2
458,54.84,1
459,63.5,2
460,137.06,3
461,54.98,1
462,137.55,4
463,34.41,1
464,133.23,4
465,37.14,1
466,81.69,3
467,64.42,1
468,107.15,3
469,78.31,2
470,106.92,3
471,72.12,2
472,60.41,1
473,103,3
474,41.97,1
475,135.63,3
476,47.37,1
477,112.52,3
478,42.56,1
479,53.49,2
480,51.75,2
481,119.65,3
482,98.14,3
483,63.42,1
484,54.11,2
485,37.33,1
486,102.07,3
487,50.8,1
488,95.01,4
489,116.73,3
490,97.13,3
491,135.17,4
492,84.62,2
493,56.77,2
494,35.21,1
495,105.49,3
496,45.84,1
497,105.15,3
498,84.23,3
499,36.4,1
500,81.9,2
501,95.01,4
502,97.98,3
503,109,4
504,119.07,4
505,70.23,2
506,128.48,4
507,69.99,1
508,142.77,4
509,143.24,3
510,69.64,1
511,120.59,3
512,83.41,3
513,37.59,1
514,95.01,4
515,143.83,4
516,57.16,1
517,95.01,4
518,100.66,2
519,103.82,4
520,95.01,4
521,107.47,2
522,80.32,2
523,112.3,3
524,95.39,2
525,76.73,2
526,55.47,1
527,103.98,3
528,40.07,1
529,34.06,1
530,139.61,3
531,114.32,4
532,38.61,1
533,122.38,4
534,98.98,3
535,58.62,1
536,95.01,4
537,105.71,2
538,45.61,1
539,69.16,1
540,37.97,1
541,108.05,3
542,46.98,2
543,95.38,4
544,95.01,4
545,105.23,2
546,103.82,3
547,56.75,2
548,95.01,4
549,34.22,1
550,45.64,1
551,68.83,1
552,71.24,2
553,83.96,3
554,75.21,2
555,78.55,2
556,95.01,4
557,133.54,3
558,67.17,2
559,124.96,3
560,141.86,4
561,132.9,3
562,95.01,4
563,86.17,2
564,47.9,1
565,95.01,4
566,58.42,1
567,95.01,4
568,34.26,1
569,102.13,2
570,97.31,2
571,62.89,2
572,124.96,4
573,52.37,2
574,83.46,3
575,137.56,3
576,97.07,4
577,87.07,2
578,95,3
579,116.3,3
580,110.77,3
581,77.55,2
582,94.28,4
583,95.01,4
584,33.84,1
585,85.81,3
586,99.47,2
587,79.18,2
588,48.94,1
589,68.73,2
590,130.66,3
591,145.46,4
592,50.45,1
593,122.81,3
594,109.86,3
595,115.94,3
596,54.03,2
597,123.29,3
598,95.01,4
599,87.52,2
600,94,3
601,95.01,4
602,74.27,2
603,78.43,2
604,101.09,3
605,142.39,3
606,48.74,2
607,95.01,4
608,95.01,4
609,57.38,1
610,54.42,1
611,36.43,1
612,66.33,2
613,117.57,3
614,101.59,2
615,97.09,2
616,112.19,3
617,57.5,1
618,142,3
619,94.8,4
620,141.41,3
621,99.06,2
622,114.46,4
623,56.82,1
624,95.01,4
625,121.98,4
626,144.41,4
627,80.99,3
628,56.19,2
629,116.91,3
630,71.32,2
631,95.01,4
632,51.85,1
633,95.01,4
634,131.92,3
635,42.36,1
636,71.37,2
637,85.74,2
638,123.29,3
639,95.01,4
640,97.13,3
641,33.49,1
642,135.37,3
643,86.69,3
644,66.59,1
645,81.04,2
646,53.59,1
647,71.08,2
648,64.83,3
649,142.78,4
650,77.79,4
651,39.01,1
652,36.19,1
653,143.37,3
654,99.84,3
655,38.37,1
656,125.16,4
657,95.01,4
658,109.52,3
659,69.81,2
660,94.22,2
661,55.04,1
662,80.6,2
663,92.15,3
664,145.32,4
665,95.01,4
666,41.89,2
667,40.22,1
668,51.53,2
669,100.84,4
670,65.66,3
671,54.52,1
672,95.01,4
673,116.1,3
674,100.94,2
675,133.27,4
676,121.2,3
677,83.88,2
678,78.92,2
679,96.84,3
680,78.3,2
681,126.63,4
682,96.55,4
683,45.94,1
684,42.88,1
685,50.3,1
686,61.54,2
687,84.04,2
688,84.24,2
689,80.21,2
690,133.18,3
691,131.6,4
692,138.55,3
693,93.02,2
694,32.17,1
695,92.71,4
696,33.77,1
697,42.09,1
698,60.4,1
699,114.43,4
700,116.36,4
701,111.7,3
702,82.39,2
703,99.58,2
704,84.08,3
705,95.01,4
706,77.93,2
707,43.64,1
708,111.03,3
709,129.3,4
710,109.32,4
711,107.67,3
712,84.38,2
713,108.13,3
714,95.01,4
715,45.68,1
716,126.76,4
717,30.73,1
718,95.01,4
719,72.76,2
720,53.46,2
721,100.66,3
722,69.23,3
723,78.16,3
724,145.31,4
725,62.69,2
726,92.7,2
727,102.58,3
728,95.49,2
729,132.87,4
730,131.19,3
731,99.75,2
732,43.36,1
733,95.01,4
734,119.4,3
735,95.01,4
736,116.47,3
737,130.22,4
738,145.61,4
739,65.5,1
740,80.05,2
741,83.58,3
742,123,3
743,78.05,3
744,134.53,3
745,100.14,3
746,54.61,1
747,87.48,3
748,35.18,1
749,95.12,2
750,74.86,2
751,89.2,2
752,62.26,2
753,126.85,4
754,51.7,1
755,121.87,3
756,97.89,3
757,61.97,2
758,69.97,2
759,57.78,1
760,93.29,3
761,94.77,3
762,52.12,2
763,93.77,3
764,120.56,3
765,81.69,2
766,114.54,3
767,47.53,2
768,38.03,1
769,50.61,2
770,145.7,4
771,48,1
772,50.4,1
773,60.42,1
774,100.51,3
775,45.65,1
776,136.67,3
777,135.36,4
778,102.63,3
779,38.51,1
780,95.01,4
781,80.24,2
782,72.13,2
783,135.1,3
784,73.95,2
785,43.69,1
786,78.25,3
787,55.04,1
788,95.01,4
789,68.2,2
790,95.01,4
791,118.33,3
792,145.97,3
793,108.42,3
794,95.26,3
795,51.61,1
796,35.3,1
797,95.01,4
798,95.01,4
799,138.44,4
800,45.26,1
801,101.18,2
802,36.61,1
803,122.65,4
804,58.48,2
805,136.92,4
806,95.01,4
807,95.01,4
808,115.84,3
809,35.36,1
810,82.25,2
811,62.87,1
812,48.47,2
813,49.66,1
814,38.85,1
815,97.19,3
816,95.01,4
817,114.77,3
818,90.6,2
819,85.91,2
820,114.43,3
821,57.25,2
822,42.96,2
823,132.96,4
824,95.01,4
825,107.86,2
826,68.13,1
827,104.69,3
828,126.33,3
829,59.71,1
830,135.3,4
831,54.6,1
832,92.06,3
833,106.59,3
834,112.86,3
835,84.9,3
836,100.7,2
837,61.21,1
838,56.44,2
839,32.21,1
840,131.25,3
841,84.99,2
842,126.6,3
843,30.33,1
844,53.6,1
845,65.01,1
846,46.06,1
847,87.72,3
848,126.21,4
849,95.01,4
850,95,3
851,96.81,2
852,38.11,1
853,95.01,4
854,44.44,1
855,135.27,3
856,91.98,2
857,95.01,4
858,142.98,4
859,69.23,1
860,86.07,2
861,120.76,4
862,82.75,2
863,93.93,2
864,107.76,3
865,107.63,3
866,146.13,4
867,106.65,3
868,95.01,4
869,37.12,1
870,97.46,2
871,63.65,2
872,82.76,2
873,113.88,3
874,115.37,4
875,65.54,2
876,132.53,3
877,39.43,1
878,102.98,2
879,129.57,4
880,108.1,2
881,33.25,1
882,36.07,1
883,85.78,4
884,62.68,1
885,92.37,4
886,61.18,1
887,84.78,3
888,95.01,4
889,112.24,3
890,104.38,4
891,134.98,4
892,60.54,1
893,68.8,1
894,93.68,3
895,93.21,3
896,95.27,3
897,144.8,4
898,95.01,4
899,35.35,1
900,51.43,1
901,53.15,1
902,47.33,1
903,95.01,4
904,50.44,1
905,62.93,1
906,74.35,2
907,63.26,2
908,107.74,2
909,106.53,3
910,121.84,4
911,125.89,4
912,143.82,3
913,46.37,1
914,130.98,4
915,135.83,3
916,93.24,4
917,47.86,1
918,92.22,4
919,51.6,1
920,95.01,4
921,50.34,1
922,85.73,2
923,108.83,3
924,133.55,3
925,94.88,3
926,50.58,1
927,50.34,2
928,129.42,3
929,61.18,1
930,85.59,2
931,95.01,4
932,95.01,4
933,128.31,4
934,70.73,2
935,123.06,4
936,62.4,1
937,101.45,4
938,50.67,1
939,142.65,3
940,126.45,3
941,95.01,4
942,95.01,4
943,47.71,1
944,43.28,1
945,91.56,2
946,95.01,4
947,76.89,2
948,113.55,3
949,88,4
950,108.13,4
951,138.22,4
952,134.74,4
953,33.77,1
954,33.94,1
955,95.01,4
956,141.56,4
957,127.18,3
958,127.84,3
959,63.93,1
960,95.01,4
961,65.56,2
962,47.84,1
963,95.01,4
964,84.77,2
965,126.74,3
966,34.71,1
967,139.93,3
968,87.94,2
969,116.53,3
970,95.01,4
971,107.93,4
972,58.95,1
973,107.96,4
974,46.35,1
975,62.71,1
976,109.86,2
977,95.01,4
978,96.62,2
979,31.09,1
980,69.23,2
981,65.45,2
982,95.01,4
983,120.41,4
984,31.85,1
985,94.35,2
986,115.11,3
987,125.1,3
988,95.01,4
989,38.13,1
990,52.93,2
991,143.18,4
992,75.26,2
993,54.17,1
994,55.73,1
995,41.89,1
996,95,3
997,98.32,3
998,117.33,3
999,49.3,1
1000,43.73,1
1001,113.12,3
1002,37.27,1
1003,64.35,1
1004,88.02,2
1005,79.04,2
1006,57.21,1
1007,95.01,4
1008,118.14,4
1009,43.65,2
1010,79.6,2
1011,49.12,1
1012,95.01,4
1013,125.15,3
1014,138.75,3
1015,103.83,3
1016,60.62,1
1017,116.56,4
1018,34.23,1
1019,135.45,4
1020,55.59,1
1021,130.38,3
1022,142.92,3
1023,80.33,3
1024,117.36,4
1025,130.51,3
1026,131.51,3
1027,45.03,1
1028,75.5,2
1029,117.45,3
1030,107.28,3
1031,79.91,2
1032,76.87,2
1033,130.34,4
1034,44.61,1
1035,74.74,2
1036,93.41,3
1037,110.58,4
1038,95.01,4
1039,108.99,3
1040,119.78,3
1041,95.01,4
1042,109.25,3
1043,66.33,2
1044,68.01,1
1045,65.18,1
1046,119.9,4
1047,95.01,4
1048,101.78,2
1049,107.85,2
1050,79.6,2
1051,79.71,3
1052,43.43,1
1053,94.76,2
1054,95.01,4
1055,136.8,4
1056,95.01,4
1057,83.46,2
1058,115.12,4
1059,64.75,2
1060,104.2,3
1061,95.01,4
1062,107.42,4
1063,95.01,4
1064,65.67,1
1065,31.95,1
1066,103.71,2
1067,87.38,3
1068,33.74,1
1069,65.19,1
1070,85.66,2
1071,106.91,3
1072,82.48,2
1073,88.22,2
1074,68.9,2
1075,30.24,1
1076,62.71,1
1077,71.33,2
1078,104.45,2
1079,130.06,4
1080,39.14,1
1081,107.83,3
1082,124.09,3
1083,42.79,1
1084,133.86,3
1085,125.47,3
1086,36.38,1
1087,47.13,2
1088,58.88,2
1089,95.01,4
1090,99.49,2
1091,115.59,2
1092,116.57,3
1093,77.27,2
1094,113.6,3
1095,38.59,1
1096,65.09,2
1097,130.11,4
1098,108.84,4
1099,137.9,4
1100,98.11,4
1101,46.37,1
1102,95.01,4
1103,35.68,1
1104,66.64,2
1105,60.89,2
1106,124.59,4
1107,89.93,2
1108,68.01,2
1109,95.01,4
1110,85.62,2
1111,130.01,3
1112,132.58,3
1113,88.75,2
1114,121.88,3
1115,142.37,4
1116,60.53,1
1117,55.15,1
1118,95,3
1119,64.96,1
1120,70,3
1121,92.99,2
1122,95.01,4
1123,89.72,2
1124,77.82,2
1125,130.28,4
1126,125.78,4
1127,114.43,4
1128,30.08,1
1129,95.01,4
1130,95.14,2
1131,105.3,3
1132,81.81,2
1133,97.23,3
1134,108.91,3
1135,33.37,1
1136,66.75,1
1137,72.6,2
1138,125.92,4
1139,60.88,1
1140,51.1,1
1141,95.51,2
1142,95.01,4
1143,30.28,1
1144,133.12,4
1145,51.07,1
1146,58.56,2
1147,61.45,1
1148,118.16,3
1149,104.58,3
1150,95.01,4
1151,69.07,1
1152,90.05,2
1153,129.27,4
1154,119.58,4
1155,95.01,4
1156,97.58,3
1157,130.12,4
1158,65.12,1
1159,55.82,1
1160,104.65,3
1161,52.76,1
1162,131.45,4
1163,83.2,3
1164,111.45,4
1165,78.75,2
1166,48.9,1
1167,95.01,4
1168,42.82,1
1169,67.63,1
1170,115.29,4
1171,116.3,3
1172,41.09,1
1173,68.45,1
1174,106.57,3
1175,108.29,3
1176,95.01,4
1177,34.05,1
1178,125.8,3
1179,81.1,2
1180,54.51,1
1181,88.55,3
1182,116.87,3
1183,95.01,4
1184,128.11,3
1185,113.81,3
1186,101.77,3
1187,126.58,3
1188,104.92,3
1189,32.52,1
1190,114.51,3
1191,68.25,3
1192,97.22,4
1193,142.53,3
1194,113.29,3
1195,80.51,2
1196,80.01,2
1197,103.77,4
1198,80.4,3
1199,93.63,3
1200,48.19,1
1201,136.43,4
1202,55.41,2
1203,95.01,4
1204,142.85,4
1205,141.66,4
1206,85.1,3
1207,98.21,4
1208,102.6,2
1209,106.74,2
1210,135.83,3
1211,80.68,2
1212,135.96,3
1213,79,2
1214,90.92,2
1215,62.67,1
1216,48.15,1
1217,95.01,4
1218,95.48,4
1219,145.88,3
1220,81.87,2
1221,81.88,2
1222,115.1,3
1223,95.01,4
1224,37.42,1
1225,75.43,2
1226,95.01,4
1227,49.93,2
1228,59.03,2
1229,41.75,1
1230,110.33,3
1231,138,4
1232,91.53,3
1233,68.93,2
1234,118.59,2
1235,106.91,2
1236,85.72,3
1237,42.42,2
1238,53.1,1
1239,57.66,1
1240,70.94,2
1241,66.67,2
1242,97.74,4
1243,77.92,2
1244,77.54,3
1245,119.12,3
1246,108.66,2
1247,67.8,2
1248,71.14,2
1249,116.87,3
1250,77.31,2
1251,109.69,3
1252,91.36,2
1253,138.92,3
1254,114.65,4
1255,63.63,2
1256,36.91,1
1257,80.44,3
1258,79.8,2
1259,70.06,2
1260,36.42,1
1261,46.53,1
1262,113.07,4
1263,139.08,3
1264,65.91,2
1265,34.71,1
1266,89.78,2
1267,142.25,4
1268,75,2
1269,66.13,2
1270,95.01,4
1271,93.28,4
1272,95.01,4
1273,51.43,1
1274,139.26,4
1275,69.9,1
1276,66.28,1
1277,47.19,1
1278,117.42,3
1279,72.57,2
1280,107.07,2
1281,125.78,3
1282,57.89,1
1283,121.09,3
1284,128.88,3
1285,60.87,1
1286,65.62,2
1287,62.27,1
1288,80.8,4
1289,95,3
1290,95.01,4
1291,80.84,2
1292,66.11,1
1293,83.98,2
1294,95.01,4
1295,143.51,4
1296,131.71,4
1297,95.85,3
1298,65.84,2
1299,92.33,3
1300,57.95,1
1301,86.41,2
1302,95.01,4
1303,99.6,2
1304,99.09,2
1305,93.03,2
1306,139.04,3
1307,134.29,4
1308,45.96,1
1309,51.79,2
1310,68.42,2
1311,94.3,2
1312,71.7,2
1313,93.87,2
1314,95.01,4
1315,142.48,4
1316,95,3
1317,52.87,1
1318,76.69,2
1319,90.63,2
1320,95.01,4
1321,101.95,4
1322,95.01,4
1323,111.33,3
1324,74.37,2
1325,89.58,2
1326,129.65,3
1327,40.27,1
1328,84.48,2
1329,111.52,3
1330,64.6,1
1331,57.8,2
1332,139.32,4
1333,131.11,4
1334,59.55,1
1335,115.91,3
1336,142.41,4
1337,59.76,2
1338,59.94,1
1339,118.22,4
1340,82.07,2
1341,67.49,1
1342,77.82,2
1343,144.27,4
1344,51.57,1
1345,107.53,2
1346,95.01,4
1347,95.01,4
1348,75.25,3
1349,143.9,4
1350,135.07,4
1351,67.74,2
1352,79.03,2
1353,89.39,3
1354,76.06,2
1355,88.66,2
1356,95.01,4
1357,89.86,2
1358,95,3
1359,95.01,4
1360,112.89,3
1361,81.03,3
1362,102.58,2
1363,76.74,2
1364,52.99,1
1365,115.95,3
1366,120.39,3
1367,122.74,4
1368,110.96,2
1369,95.01,4
1370,120.57,3
1371,105.12,3
1372,40.82,1
1373,38.57,1
1374,61.41,1
1375,65.08,2
1376,60.66,3
1377,95.01,4
1378,91.16,2
1379,54.57,1
1380,53.77,1
1381,89.18,3
1382,38.51,1
1383,77.65,2
1384,110.09,3
1385,103.72,2
1386,95.01,4
1387,95.01,4
1388,95.01,4
1389,143.94,4
1390,59.45,1
1391,117.17,3
1392,34.65,1
1393,107.55,3
1394,42.56,1
1395,63.87,3
1396,67.15,3
1397,48.57,1
1398,95.01,4
1399,52.93,2
1400,57.93,2
1401,137.12,4
1402,95.01,4
1403,133.64,3
1404,64.43,2
1405,141.49,4
1406,131.96,3
1407,48.73,1
1408,95.01,4
1409,95.01,4
1410,52.95,1
1411,105.72,3
1412,142.26,3
1413,113.04,2
1414,95.01,4
1415,124.7,3
1416,64.52,1
1417,112.19,3
1418,124.39,3
1419,57.57,1
1420,99.46,2
1421,95.01,4
1422,121.45,4
1423,131.86,4
1424,38.95,1
1425,112.3,3
1426,47.85,1
1427,105.71,2
1428,88.9,3
1429,129.15,3
1430,53.48,1
1431,106.84,3
1432,140.98,3
1433,95.01,4
1434,70.74,2
1435,130.91,3
1436,41.1,1
1437,88.07,2
1438,95.37,3
1439,95.01,4
1440,109.8,4
1441,120.19,3
1442,37.87,1
1443,99.4,2
1444,65.18,1
1445,114.55,3
1446,108.09,2
1447,86.21,3
1448,112.2,4
1449,86.81,2
1450,74.14,2
1451,95.01,4
1452,95.01,4
1453,95,3
1454,54.52,1
1455,140.16,4
1456,55.07,1
1457,73.49,2
1458,117.72,4
1459,137.14,3
1460,59.05,1
1461,115.63,4
1462,128.51,3
1463,115.6,3
1464,124.97,3
1465,74.72,2
1466,95.01,4
1467,95.01,4
1468,128.11,4
1469,122.2,3
1470,51.7,1
1471,108.91,3
1472,75.88,2
1473,53.31,1
1474,100.78,4
1475,67.9,2
1476,118.94,3
1477,106.92,4
1478,91.88,2
1479,133.81,4
1480,112.55,4
1481,95.01,4
1482,95.01,4
1483,57.97,1
1484,54.47,2
1485,146.04,3
1486,35.71,1
1487,106.28,4
1488,118.99,3
1489,123.17,3
1490,118.36,3
1491,113.9,4
1492,95.01,4
1493,123.98,4
1494,95.01,4
1495,117.28,3
1496,138.75,4
1497,40.84,1
1498,101.7,2
1499,30.73,1
1500,86.96,2
1501,73.5,2
1502,91.91,3
1503,53.52,2
1504,121.39,3
1505,70.63,2
1506,116.5,3
1507,135.39,3
1508,31.7,1
1509,51.57,1
1510,108.04,3
1511,113.76,4
1512,101.05,3
1513,135.97,4
1514,63.37,2
1515,42.34,1
1516,96.08,2
1517,97.82,4
1518,119.82,3
1519,38.24,1
1520,104.04,3
1521,142.97,3
1522,95.01,4
1523,56.19,2
1524,64.55,1
1525,76.31,2
1526,36.2,1
1527,61.84,2
1528,135.79,3
1529,95.01,4
1530,130.83,3
1531,51.38,3
1532,86.98,2
1533,41.11,1
1534,66.1,2
1535,47.25,1
1536,68.1,1
1537,119.23,3
1538,46.35,1
1539,59.08,1
1540,115.6,3
1541,95.01,4
1542,134.34,4
1543,95.01,4
1544,47.31,1
1545,95.01,4
1546,66.46,2
1547,65.09,2
1548,103.1,2
1549,41.83,1
1550,68.39,2
1551,89.32,4
1552,101.37,2
1553,102.01,3
1554,75.12,2
1555,47.13,1
1556,105.79,3
1557,80.21,2
1558,110.91,3
1559,53.41,1
1560,45.81,1
1561,64.22,1
1562,48.35,1
1563,95.01,4
1564,95.01,4
1565,106.45,3
1566,93.83,4
1567,137,4
1568,145.68,3
1569,118.79,2
1570,95.01,4
1571,46.35,1
1572,100.5,4
1573,41.4,1
1574,94.92,3
1575,89.69,2
1576,117.3,3
1577,116.86,4
1578,67.57,2
1579,129.25,4
1580,85.03,2
1581,95.01,4
1582,98.48,3
1583,58.63,1
1584,125.31,4
1585,112.55,2
1586,134.39,4
1587,143,4
1588,103.92,2
1589,53.32,1
1590,75.29,2
1591,52.7,1
1592,140.02,4
1593,68.91,2
1594,95.01,4
1595,60.04,1
1596,124.71,3
1597,105.04,3
1598,135.8,4
1599,34.04,1
1600,131.29,4
1601,55.77,1
1602,76.7,2
1603,97.13,3
1604,86.28,2
1605,95.01,4
1606,120.47,3
1607,85.3,2
1608,125.28,3
1609,95.01,4
1610,56.16,2
1611,100.31,2
1612,97.27,3
1613,66.31,2
1614,141.27,4
1615,47.88,1
1616,87.76,2
1617,125.88,3
1618,69.6,1
1619,71.75,2
1620,51.86,1
1621,90.46,3
1622,111.84,4
1623,33.6,1
1624,55.55,1
1625,95.01,4
1626,137.36,4
1627,95.01,4
1628,53.9,1
1629,104.9,3
1630,75.81,2
1631,45.19,1
1632,94.3,4
1633,55.41,1
1634,110.89,2
1635,68.58,2
1636,106.55,3
1637,55.38,1
1638,77.51,3
1639,41.74,1
1640,95.01,4
1641,109.28,3
1642,35.44,1
1643,121.4,4
1644,95.01,4
1645,110.11,3
1646,135.75,3
1647,126.53,3
1648,120.61,4
1649,102.48,3
1650,128.67,3
1651,77.66,2
1652,44.21,1
1653,58.63,1
1654,95.01,4
1655,71.42,2
1656,73.82,2
1657,41.06,1
1658,86.28,2
1659,71.24,2
1660,77.58,2
1661,109.39,2
1662,32.35,1
1663,111.64,3
1664,88.28,3
