COMPANY_ID,COMPANY_UUID,LEGAL_NAME,TRADING_NAME,REGISTRATION_NUMBER,LEI_CODE,TAX_ID,INCORPORATION_DATE,INCORPORATION_COUNTRY_ID,HEADQUARTERS_COUNTRY_ID,INDUSTRY_ID,COMPANY_TYPE,EMPLOYEE_COUNT,ANNUAL_REVENUE_USD,PUBLIC_LISTED,STOCK_EXCHANGE,TICKER_SYMBOL,KYC_STATUS,KYC_VERIFIED_DATE,KYC_EXPIRY_DATE,KYC_RISK_RATING,PEP_ASSOCIATED,SANCTIONS_HIT,ADVERSE_MEDIA_FLAG,RELATIONSHIP_START_DATE,RELATIONSHIP_MANAGER_ID,CLIENT_SEGMENT,IS_ACTIVE,CREATED_AT,UPDATED_AT
107,c5473618-6721-480c-8078-819f619c760a,xDayta CORPORATION,Brightscope,REG-USA-000107,,TAX-958014,2021-05-14,1,1,10,PARTNERSHIP,239,897223.8,False,,,EXPIRED,2024-07-14,2025-07-14,LOW,False,False,False,2023-02-03,,CORPORATE,True,2023-02-03 19:28:49,2026-06-24 16:17:29
110,4034e7df-3c55-4295-a865-2cc84624219a,Certara PARTNERSHIP,ConnectEDU,REG-GBR-000110,,TAX-330603,2005-03-18,2,2,4,SOLE_PROP,1732,12905773.21,False,,,VERIFIED,2025-10-09,2026-10-09,MEDIUM,False,False,False,2019-06-06,,INSTITUTIONAL,True,2019-06-06 16:25:05,2026-06-24 16:17:29
111,42e9e392-cc15-4cc9-93b7-9183e623ff9c,Telenav CORPORATION,RedLaser,REG-CHE-000111,,TAX-280643,1998-05-02,8,8,4,CORPORATION,2093,48912865.1,False,,,VERIFIED,2026-05-13,2027-05-13,LOW,False,False,False,2011-12-03,,INSTITUTIONAL,True,2011-12-03 11:09:05,2026-06-24 16:17:29
115,3927f131-1059-48c7-9bee-f86f082ad7be,PlanetEcosystems CORPORATION,Graebel Van Lines,REG-GBR-000115,,TAX-843140,2020-07-03,2,2,1,CORPORATION,200,290602.35,False,,,VERIFIED,2025-08-07,2026-08-07,HIGH,False,False,False,2024-12-01,,CORPORATE,True,2024-12-01 20:23:17,2026-06-24 16:17:29
120,35f36186-08f5-445e-87c7-d08a258030dc,SolarList CORPORATION,TopCoder,REG-AUS-000120,,TAX-033532,2014-10-04,19,19,15,LLC,7437,38929504.13,False,,,REJECTED,2016-10-15,2017-10-15,LOW,False,False,False,2015-10-25,,INSTITUTIONAL,True,2015-10-25 23:22:03,2026-06-24 16:17:29
121,6ad88e7c-4bd6-44ac-991f-2483f4dd0e37,Liquid Robotics PARTNERSHIP,Vimo,REG-MYS-000121,,TAX-294681,2011-11-20,23,23,14,CORPORATION,198,687029.59,False,,,REJECTED,2019-01-29,2020-01-29,LOW,False,False,False,2017-02-16,,INSTITUTIONAL,True,2017-02-16 01:28:32,2026-06-24 16:17:29
122,833b593b-4fec-43f6-b8ab-58ea585706d6,Votizen LLC,"Calcbench, Inc.",REG-PRK-000122,,TAX-034952,2009-04-19,15,15,8,LLC,1749,793046.13,False,,,PENDING,2025-07-19,2026-07-19,LOW,False,False,False,2020-10-19,,SME,True,2020-10-19 02:14:18,2026-06-24 16:17:29
123,d717e43c-db53-4fa2-9878-98bbe4b4a503,Trintech CORPORATION,"FirstPoint, Inc.",REG-AUS-000123,,TAX-886923,2012-12-04,19,19,5,CORPORATION,8770,55296.05,False,,,PENDING,2019-08-24,2020-08-24,LOW,False,False,False,2017-08-14,,SME,True,2017-08-14 17:06:18,2026-06-24 16:17:29
124,c5092571-effe-4b29-98f0-5c2dbbbcc4bc,Rand McNally CORPORATION,Apextech LLC,REG-SGP-000124,,TAX-693909,2010-12-29,6,6,14,FOUNDATION,2607,1387229.6,False,,,PENDING,2025-04-16,2026-04-16,LOW,False,False,False,2014-10-07,,SME,True,2014-10-07 11:46:47,2026-06-24 16:17:29
125,913dbc83-bb6c-4945-9451-6dd2bbdbff72,Business and Legal Resources PARTNERSHIP,Rapid Cycle Solutions,REG-DEU-000125,,TAX-631428,2022-04-12,3,3,10,SOLE_PROP,2079,52073.68,False,,,EXPIRED,2024-08-12,2025-08-12,LOW,False,False,False,2024-02-18,,CORPORATE,True,2024-02-18 04:38:37,2026-06-24 16:17:29
126,c409da13-64ca-44f0-be0e-a5a2209a9447,Progressive Insurance Group CORPORATION,Food+Tech Connect,REG-CAN-000126,,TAX-436324,2014-03-12,20,20,9,PARTNERSHIP,3396,140905.05,False,,,EXPIRED,2024-01-05,2025-01-05,LOW,True,False,False,2022-09-25,,CORPORATE,True,2022-09-25 11:24:56,2026-06-24 16:17:29
127,8ae6c7f1-cfd7-478e-a530-790f39622c2f,Science Exchange LLC,YourMapper,REG-NLD-000127,,TAX-611380,1999-10-25,21,21,13,LLC,3232,5378990.04,False,,,EXPIRED,2022-08-02,2023-08-02,LOW,False,False,False,2007-10-04,,CORPORATE,True,2007-10-04 15:09:07,2026-06-24 16:17:29
130,5f394e05-65ad-465f-9668-97edefae6e4c,Socrata CORPORATION,POPVOX,REG-GBR-000130,,TAX-173231,1996-08-16,2,2,16,PARTNERSHIP,2159,1173715.47,False,,,VERIFIED,2026-06-13,2027-06-13,MEDIUM,False,False,False,2026-06-01,,INSTITUTIONAL,True,2026-06-01 22:17:58,2026-06-24 16:17:29
131,3f03cfe4-8ee7-45e6-acc2-2e4db76254c7,Funding Circle CORPORATION,Allianz,REG-GBR-000131,,TAX-293987,2023-12-05,2,2,10,PARTNERSHIP,659,2148191.23,False,,,VERIFIED,2026-06-19,2027-06-19,HIGH,False,False,False,2026-06-10,,INSTITUTIONAL,True,2026-06-10 18:50:30,2026-06-24 16:17:29
132,ade10530-12b0-4c04-bdf0-6c39e1c7209f,SeeClickFix CORPORATION,iFactor Consulting,REG-NLD-000132,,TAX-401220,2019-11-07,21,21,3,CORPORATION,1006,2853414.83,False,,,VERIFIED,2025-08-24,2026-08-24,MEDIUM,False,False,False,2022-11-01,,SME,True,2022-11-01 22:40:18,2026-06-24 16:17:29
139,2e117e17-39b0-4627-8823-1682613e77ab,Lilly Open Innovation Drug Discovery PARTNERSHIP,DataMade,REG-HKG-000139,,TAX-889594,2018-08-20,7,7,8,LLC,4770,44989.02,False,,,VERIFIED,2026-03-17,2027-03-17,LOW,False,False,False,2022-09-23,,CORPORATE,True,2022-09-23 20:16:27,2026-06-24 16:17:29
